name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,vivendi games,0.07,0.02,0.00,0.00,0.09,7.5,Hudson,E,low,24,old
Mind Quiz,PSP,2006,Action,ubisoft,0.08,0.01,0.00,0.01,0.09,7.5,Ubisoft,E,low,20,old
Shrek SuperSlam,XB,2005,Action,activision,0.07,0.02,0.00,0.00,0.09,9.3,Shaba Games,E10+,low,21,old
MXGP 2,PS4,2016,Racing,milestone s r l ,0.02,0.05,0.00,0.01,0.09,7.5,unknown,E,low,10,recent
Ultimate Mortal Kombat,DS,2007,Fighting,midway games,0.07,0.01,0.00,0.01,0.09,8.6,Other Ocean Interactive,M,low,19,old
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,namco bandai games,0.02,0.02,0.04,0.01,0.09,7.5,unknown,E,low,13,recent
Rapid Reload,PS,1995,Shooter,sony computer entertainment,0.00,0.00,0.09,0.01,0.09,7.5,unknown,E,low,31,old
Alien Monster Bowling League,Wii,2009,Sports,destineer,0.09,0.00,0.00,0.01,0.09,7.5,Destineer,E10+,low,17,old
New Legends,XB,2002,Action,thq,0.07,0.02,0.00,0.00,0.09,7.5,Infinite Machine,T,low,24,old
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,eidos interactive,0.04,0.04,0.00,0.01,0.09,9.0,Deadline Games,M,low,21,old
Island Xtreme Stunts,PS2,2002,Action,electronic arts,0.04,0.03,0.00,0.01,0.09,7.5,Silicon Dreams,E,low,24,old
Agassi Tennis Generation,PS2,2003,Sports,dreamcatcher interactive,0.04,0.03,0.00,0.01,0.09,6.0,Aqua Pacific,E,low,23,old
I Love Puppies,DS,2010,Simulation,destineer,0.09,0.00,0.00,0.01,0.09,7.5,Destineer,E,low,16,old
Metal Slug X,PS,2001,Shooter,virgin interactive,0.05,0.03,0.00,0.01,0.09,8.8,ProSoft,T,low,25,old
Running Wild,PS,1997,Racing,989 studios,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,29,old
Romance of the Three Kingdoms X,PS2,2005,Strategy,tecmo koei,0.04,0.03,0.00,0.01,0.09,8.5,Koei,T,low,21,old
Brigandine: The Legend of Forsena,PS,1998,Strategy,atlus,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,28,old
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,tecmo koei,0.03,0.00,0.05,0.01,0.09,7.0,Nippon Ichi Software,T,low,18,old
MX SuperFly featuring Ricky Carmichael,GC,2002,Racing,thq,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,24,old
Green Lantern: Rise of the Manhunters,Wii,2011,Action,warner bros  interactive entertainment,0.05,0.03,0.00,0.01,0.09,7.5,Double Helix Games,E10+,low,15,old
Disney's The Haunted Mansion,XB,2003,Platform,take two interactive,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,23,old
Sound Novel Machi,SAT,1998,Adventure,chunsoft,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,28,old
GripShift,PSP,2005,Racing,ubisoft,0.08,0.00,0.00,0.01,0.09,8.7,Sidhe Interactive,E,low,21,old
Jenga World Tour,DS,2007,Misc,atari,0.08,0.00,0.00,0.01,0.09,7.5,Atomic Planet Entertainment,E,low,19,old
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,aspyr,0.08,0.00,0.00,0.01,0.09,8.1,Big Blue Bubble Inc.,T,low,17,old
FIFA 2001: Major League Soccer,PS2,2000,Sports,electronic arts,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,26,old
The Daring Game for Girls,Wii,2007,Adventure,unknown,0.09,0.00,0.00,0.01,0.09,7.5,WXP,E,low,19,old
Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 games,0.07,0.01,0.00,0.01,0.09,7.5,Behaviour Interactive,E10+,low,15,old
NHL 2K8,PS3,2007,Sports,take two interactive,0.08,0.01,0.00,0.01,0.09,7.5,Kush Games,E10+,low,19,old
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Beowulf: The Game,PSP,2007,Action,ubisoft,0.08,0.00,0.00,0.01,0.09,5.4,Virtuos,M,low,19,old
Skies of Arcadia,DC,2000,Role-Playing,sega,0.00,0.00,0.09,0.00,0.09,9.4,Overworks,T,low,26,old
NASCAR: Dirt to Daytona,GC,2002,Racing,infogrames,0.07,0.02,0.00,0.00,0.09,7.3,Monster Games Inc.,E,low,24,old
Demon Chaos,PS2,2007,Action,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
U-Sing  2,Wii,2010,Misc,mindscape,0.00,0.08,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Road Trip,PS2,2002,Racing,play it,0.04,0.03,0.00,0.01,0.09,9.0,Takara,E,low,24,old
Monopoly Collection,Wii,2011,Misc,electronic arts,0.02,0.07,0.00,0.01,0.09,7.5,Virtuos,E,low,15,old
Blood of Bahamut,DS,2009,Role-Playing,square enix,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,17,old
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,konami digital entertainment,0.08,0.00,0.00,0.01,0.09,8.8,Isopod Labs,E10+,low,15,old
Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010,Misc,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,2001,Role-Playing,gust,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,25,old
Animal Planet: Vet Life,Wii,2009,Simulation,activision,0.08,0.00,0.00,0.01,0.09,7.5,"Activision, Activision Blizzard",E,low,17,old
Top Gun: Firestorm Advance,GBA,2002,Shooter,titus,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,24,old
Singstar: Ultimate Party,PS3,2014,Misc,sony computer entertainment europe,0.00,0.08,0.00,0.01,0.09,7.5,unknown,E,low,12,recent
echochrome,PSP,2008,Puzzle,sony computer entertainment,0.00,0.01,0.08,0.00,0.09,7.7,"SCE/WWS, SCE Japan Studio",E,low,18,old
Project Eden,PS2,2001,Action,eidos interactive,0.04,0.03,0.00,0.01,0.09,7.8,Core Design Ltd.,T,low,25,old
Riviera: The Promised Land,PSP,2006,Role-Playing,505 games,0.07,0.00,0.02,0.01,0.09,7.7,Sting,T,low,20,old
Digimon All-Star Rumble,PS3,2014,Fighting,namco bandai games,0.06,0.02,0.00,0.02,0.09,5.8,Prope,E10+,low,12,recent
Sonic Boom: Fire & Ice,3DS,2016,Platform,sega,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,10,recent
Samurai Shodown Anthology,PSP,2007,Fighting,ignition entertainment,0.08,0.00,0.00,0.01,0.09,7.5,SNK Playmore,T,low,19,old
Driver: Renegade,3DS,2011,Racing,ubisoft,0.05,0.04,0.00,0.01,0.09,5.0,Ubisoft,M,low,15,old
NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,electronic arts,0.09,0.00,0.00,0.00,0.09,7.5,Electronic Arts,E10+,low,16,old
Kawasaki Quad Bikes,Wii,2007,Racing,data design interactive,0.07,0.01,0.00,0.01,0.09,7.5,Data Design Interactive,E,low,19,old
Dead or Alive 5,PSV,2013,Fighting,tecmo koei,0.00,0.05,0.03,0.01,0.09,7.5,unknown,E,low,13,recent
May's Mystery: Forbidden Memories,DS,2011,Puzzle,mastertronic,0.04,0.04,0.00,0.01,0.09,7.5,"Mastertronic, V5 Play Studio",E,low,15,old
Yaiba: Ninja Gaiden Z,PS3,2014,Action,tecmo koei,0.05,0.03,0.00,0.02,0.09,4.5,"Spark Unlimited, comcept",M,low,12,recent
Castlevania: Lords of Shadow 2,X360,2014,Action,konami digital entertainment,0.02,0.06,0.00,0.01,0.09,7.8,Mercury Steam,M,low,12,recent
Ghosthunter,PS2,2003,Action,sony computer entertainment,0.04,0.03,0.00,0.01,0.09,8.7,SCE Studio Cambridge,T,low,23,old
Bass Pro Shops: The Hunt,X360,2010,Sports,griffin international,0.08,0.00,0.00,0.01,0.09,7.5,Griffin International,T,low,16,old
Shadow of Destiny,PSP,2009,Adventure,konami digital entertainment,0.08,0.00,0.00,0.01,0.09,8.2,Konami,T,low,17,old
Pro Evolution Soccer 2012,PC,2011,Action,konami digital entertainment,0.00,0.07,0.00,0.02,0.09,6.4,Konami,E,low,15,old
Mimana Iyar Chronicle,PSP,2009,Role-Playing,gungho,0.07,0.00,0.01,0.01,0.09,5.8,GungHo,T,low,17,old
Michael Jackson: The Experience,PSV,2011,Misc,ubisoft,0.04,0.03,0.00,0.02,0.09,5.8,Ubisoft,E10+,low,15,old
Seven: Molmorth no Kiheitai,PS2,2000,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,26,old
Def Jam Fight For NY: The Takeover,PSP,2006,Action,electronic arts,0.08,0.00,0.00,0.01,0.09,8.2,Aki Corp.,M,low,20,old
Doraemon: Nobita to Midori no Kyojinden DS,DS,2008,Platform,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,18,old
Tom Clancy's EndWar,DS,2008,Strategy,ubisoft,0.08,0.01,0.00,0.01,0.09,5.8,"Funatics Software, Funatics",T,low,18,old
Major League Baseball 2K11,DS,2011,Sports,take two interactive,0.08,0.00,0.00,0.01,0.09,7.5,Visual Concepts,E,low,15,old
Hello Kitty's Cube Frenzy,PS,1998,Puzzle,culture publishers,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,28,old
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,24,old
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,deep silver,0.06,0.02,0.00,0.01,0.09,4.5,Trickstar Games,T,low,15,old
The Smurfs 2,PS3,2013,Platform,ubisoft,0.02,0.06,0.00,0.02,0.09,5.0,WayForward,E,low,13,recent
Astro Boy: Omega Factor,GBA,2003,Action,thq,0.06,0.02,0.00,0.00,0.09,8.6,Hitmaker,E,low,23,old
Disgaea Infinite,PSP,2010,Adventure,nippon ichi software,0.07,0.00,0.01,0.01,0.09,4.4,Nippon Ichi Software,T,low,16,old
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,hudson soft,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Import Tuner Challenge (American sales),X360,2006,Racing,ubisoft,0.07,0.01,0.00,0.01,0.09,7.5,unknown,E,low,20,old
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,nippon ichi software,0.06,0.00,0.03,0.01,0.09,7.3,Nippon Ichi Software,T,low,16,old
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,empire interactive,0.05,0.00,0.04,0.00,0.09,7.3,Natsume,T,low,21,old
Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,furyu,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,13,recent
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Carnival Games: Wild West 3D,3DS,2011,Misc,take two interactive,0.06,0.02,0.00,0.01,0.09,7.5,Take-Two Interactive,E10+,low,15,old
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,20,old
Chameleon,PSP,2006,Puzzle,505 games,0.08,0.00,0.00,0.01,0.09,7.5,Starfish,E,low,20,old
The Wolf Among Us,PS3,2014,Adventure,telltale games,0.05,0.02,0.00,0.02,0.09,8.2,unknown,E,low,12,recent
Lock's Quest,DS,2008,Strategy,thq,0.08,0.00,0.00,0.01,0.09,8.7,5TH Cell,E,low,18,old
Rugby 2005,PS2,2005,Sports,electronic arts,0.04,0.03,0.00,0.01,0.09,8.6,HB Studios Multimedia,E,low,21,old
Ochaken no Heya DS 2,DS,2007,Simulation,mto,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Ratchet & Clank Future: Quest for Booty,PS3,2008,Platform,sony computer entertainment,0.01,0.06,0.00,0.02,0.09,7.5,unknown,E,low,18,old
Golden Nugget 64,N64,1998,Misc,electronic arts,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,28,old
Robotron 64,N64,1998,Shooter,gt interactive,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,28,old
The X-Factor,X360,2010,Misc,deep silver,0.00,0.08,0.00,0.01,0.09,7.5,unknown,E,low,16,old
Batman Beyond: Return of the Joker,N64,2000,Action,ubisoft,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,26,old
Pokemon Rumble World,3DS,2015,Action,nintendo,0.00,0.01,0.08,0.00,0.09,6.4,"Ambrella, The Pokemon Company",E10+,low,11,recent
Castlevania Dracula X,SNES,1995,Platform,konami digital entertainment,0.03,0.01,0.05,0.00,0.09,7.5,unknown,E,low,31,old
V-Rally Edition 99,N64,1998,Racing,infogrames,0.07,0.02,0.00,0.00,0.09,7.5,unknown,E,low,28,old
Saikyou Habu Shogi,N64,1996,Misc,seta corporation,0.00,0.00,0.06,0.03,0.09,7.5,unknown,E,low,30,old
Go Play: City Sports,Wii,2009,Sports,majesco entertainment,0.08,0.00,0.00,0.01,0.09,7.5,Digital Embryo,E,low,17,old
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006,Role-Playing,takara tomy,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,20,old
Rugby 15,PS3,2015,Sports,bigben interactive,0.03,0.05,0.00,0.01,0.09,7.5,HB Studios Multimedia,E,low,11,recent
Spectral Force Genesis,DS,2008,Role-Playing,nobilis,0.08,0.00,0.01,0.01,0.09,7.0,"Neverland, Idea Factory",T,low,18,old
Tunnel B1,PS,1996,Action,ocean,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,30,old
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,activision,0.06,0.02,0.00,0.00,0.09,7.5,unknown,E,low,21,old
Last Rebellion,PS3,2010,Role-Playing,nippon ichi software,0.06,0.01,0.01,0.01,0.09,4.6,Hit Maker,T,low,16,old
Porsche Challenge,PS,1997,Racing,sony computer entertainment,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,29,old
Dragon Ball Z: Shin Butouden,SAT,1995,Fighting,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,31,old
Ben 10 Galactic Racing,PS3,2011,Racing,d3publisher,0.06,0.02,0.00,0.01,0.09,7.5,Monkey Bar Games,E,low,15,old
Super Robot Taisen MX Portable,PSP,2005,Strategy,banpresto,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,21,old
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,tecmo koei,0.04,0.03,0.01,0.01,0.09,7.5,unknown,E,low,15,old
DriveClub VR,PS4,2016,Racing,sony computer entertainment,0.03,0.05,0.00,0.01,0.09,7.4,Evolution Studios,E,low,10,recent
Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,konami digital entertainment,0.00,0.00,0.08,0.01,0.09,7.5,unknown,E,low,31,old
Truth or Lies,PS3,2010,Misc,thq,0.06,0.02,0.00,0.01,0.09,7.5,THQ,T,low,16,old
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,acquire,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Quantum Theory,X360,2010,Shooter,tecmo koei,0.06,0.02,0.00,0.01,0.09,3.6,Tecmo,M,low,16,old
Uta no Prince-Sama: Music 2,PSP,2013,Adventure,broccoli,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,13,recent
Skylanders Imaginators,X360,2016,Platform,activision,0.04,0.05,0.00,0.01,0.09,7.5,Toys for Bob,E10+,low,10,recent
Star Wars: Empire at War - Gold Pack,PC,2007,Strategy,lucasarts,0.01,0.06,0.00,0.01,0.09,7.5,unknown,E,low,19,old
SpongeBob: HeroPants,X360,2015,Platform,activision,0.08,0.00,0.00,0.01,0.09,3.4,Activision,E,low,11,recent
"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,2007,Role-Playing,d3publisher,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Tornado Outbreak,PS3,2009,Action,konami digital entertainment,0.08,0.00,0.00,0.01,0.09,7.6,Loose Cannon Studios,E10+,low,17,old
Bleach: Heat the Soul 6,PSP,2009,Fighting,sony computer entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,17,old
Mugen Keitai Disgaea,PS2,2007,Role-Playing,tecmo koei,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Scrabble,PSP,2009,Misc,electronic arts,0.08,0.00,0.00,0.01,0.09,7.5,Stainless Games,E,low,17,old
Space Chimps,Wii,2008,Platform,brash entertainment,0.08,0.00,0.00,0.01,0.09,7.5,"Red Tribe, Brash Entertainment",E10+,low,18,old
Justice League Heroes,DS,2006,Role-Playing,eidos interactive,0.08,0.00,0.00,0.01,0.09,5.7,Sensory Sweep,E10+,low,20,old
Back to the Future: The Game,PS3,2011,Adventure,telltale games,0.07,0.01,0.00,0.01,0.09,6.8,Telltale Games,E,low,15,old
Action Man-Operation Extreme,PS,2007,Action,unknown,0.05,0.03,0.00,0.01,0.09,7.5,unknown,E,low,19,old
Space Invaders Extreme,PSP,2008,Shooter,square enix,0.06,0.01,0.01,0.01,0.09,6.8,Taito Corporation,E,low,18,old
Fishing Master World Tour,Wii,2009,Sports,hudson entertainment,0.08,0.00,0.00,0.01,0.09,7.5,Hudson Entertainment,E,low,17,old
Mystic Heroes,GC,2002,Action,tecmo koei,0.03,0.01,0.04,0.00,0.09,8.5,Koei,T,low,24,old
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007,Misc,hackberry,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Sega Casino,DS,2005,Misc,sega,0.08,0.00,0.00,0.01,0.09,7.5,TOSE,T,low,21,old
Defender,XB,2002,Misc,midway games,0.07,0.02,0.00,0.00,0.09,7.5,7 Studios,T,low,24,old
Black & White 2,PC,2005,Strategy,electronic arts,0.01,0.07,0.00,0.01,0.09,7.5,unknown,E,low,21,old
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002,Sports,konami digital entertainment,0.00,0.00,0.08,0.01,0.09,7.5,unknown,E,low,24,old
Zoids Assault,X360,2007,Strategy,takara tomy,0.08,0.00,0.00,0.01,0.09,7.3,Takara Tomy,T,low,19,old
Arslan: The Warriors of Legend,PS4,2015,Action,tecmo koei,0.03,0.01,0.04,0.01,0.09,6.6,Omega Force,T,low,11,recent
Blood: The Last Vampire (Joukan),PS2,2000,Adventure,sony computer entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,26,old
World Championship Games: A Track & Field Event,DS,2008,Sports,ghostlight,0.08,0.00,0.00,0.01,0.09,7.5,unknown,E,low,18,old
Clockwork Knight,SAT,1994,Platform,sega,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,32,old
Freestyle Metal X,PS2,2003,Racing,midway games,0.04,0.03,0.00,0.01,0.09,8.3,Deibus Studios,T,low,23,old
Pro Yaky? Spirits 2014,PSP,2014,Sports,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,12,recent
Sidewinder Max,PS2,2000,Simulation,asmik ace entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,26,old
Kenka Banchou 2: Full Throttle,PS2,2007,Action,spike,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,konami digital entertainment,0.08,0.00,0.00,0.01,0.09,7.5,Blitz Games,E10+,low,18,old
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,metro 3d,0.04,0.03,0.00,0.01,0.09,5.6,Metro3D,T,low,25,old
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,hudson soft,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Damnation,PS3,2009,Shooter,codemasters,0.07,0.01,0.00,0.01,0.09,2.8,Blue Omega,M,low,17,old
Monster Jam: Path of Destruction,PSP,2010,Racing,activision,0.08,0.00,0.00,0.01,0.09,7.5,Virtuos,E,low,16,old
Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,gust,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
No More Heroes: Red Zone,PS3,2011,Action,marvelous interactive,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,15,old
Deadliest Catch: Sea of Chaos,X360,2010,Sports,crave entertainment,0.08,0.00,0.00,0.01,0.09,7.5,Crave,E10+,low,16,old
Playmobil Circus,Wii,2009,Action,mindscape,0.06,0.02,0.00,0.01,0.09,7.5,Dreamcatcher,E,low,17,old
Super Puzzle Fighter II,GBA,2007,Puzzle,capcom,0.06,0.02,0.00,0.00,0.09,9.5,Atomic Planet Entertainment,E,low,19,old
Fate/Extella: The Umbral Star,PSV,2016,Action,pqube,0.00,0.00,0.09,0.00,0.09,7.5,Marvelous Inc.,T,low,10,recent
Battle Stadium D.O.N,GC,2006,Fighting,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,20,old
Family GameShow,Wii,2009,Misc,zushi games,0.08,0.00,0.00,0.01,0.09,7.5,Zushi Games Ltd,E10+,low,17,old
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,konami digital entertainment,0.08,0.00,0.00,0.01,0.09,6.6,Blitz Games,E,low,18,old
Pipe Mania,DS,2008,Puzzle,empire interactive,0.08,0.01,0.00,0.01,0.09,7.5,Razorworks,E,low,18,old
Dora's Big Birthday Adventure,DS,2010,Misc,take two interactive,0.08,0.01,0.00,0.01,0.09,7.5,2K Play,E,low,16,old
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,namco bandai games,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,16,old
Kurikin: Nano Island Story,DS,2007,Role-Playing,nintendo,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Supreme Commander,X360,2008,Strategy,505 games,0.07,0.01,0.00,0.01,0.09,5.7,Hellbent Games,E10+,low,18,old
Might & Magic Heroes VII,PC,2015,Strategy,ubisoft,0.00,0.08,0.00,0.00,0.09,7.5,unknown,E,low,11,recent
Transworld Snowboarding,XB,2002,Sports,atari,0.07,0.02,0.00,0.00,0.09,9.2,Housemarque,T,low,24,old
NFL Blitz 20-02,GC,2002,Sports,midway games,0.07,0.02,0.00,0.00,0.09,7.5,Point of View,E,low,24,old
World Soccer Winning Eleven 8 International,XB,2004,Sports,konami digital entertainment,0.07,0.02,0.00,0.00,0.09,8.4,KCET,E,low,22,old
Sniper Elite,XB,2005,Shooter,ubisoft,0.07,0.02,0.00,0.00,0.09,8.5,Rebellion,M,low,21,old
Mahjong Cub3D,3DS,2011,Puzzle,sunsoft,0.07,0.00,0.02,0.00,0.09,5.3,SunSoft,E,low,15,old
Test Drive: Eve of Destruction,XB,2004,Racing,atari,0.07,0.02,0.00,0.00,0.09,8.7,Monster Games Inc.,T,low,22,old
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,pqube,0.00,0.00,0.09,0.00,0.09,7.5,Arc System Works,T,low,15,old
Crimson Sea,XB,2002,Action,tecmo koei,0.04,0.01,0.04,0.00,0.09,8.2,Koei,T,low,24,old
FIFA Street 3,DS,2008,Sports,electronic arts,0.06,0.02,0.00,0.01,0.09,7.5,"EA Canada, Exient Entertainment",E,low,18,old
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,takara tomy,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,19,old
Red Bull BC One,DS,2008,Misc,playlogic game factory,0.08,0.00,0.00,0.01,0.09,5.3,Smack Down Productions,E,low,18,old
The Weakest Link,PS,2001,Misc,activision,0.05,0.03,0.00,0.01,0.09,7.2,"Activision, Traveller's Tales",E,low,25,old
Rock Band Country Track Pack 2,Wii,2011,Misc,mtv games,0.08,0.00,0.00,0.01,0.09,7.5,Electronic Arts,E10+,low,15,old
Lethal Enforcers,SNES,1993,Shooter,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,33,old
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,capcom,0.08,0.00,0.00,0.01,0.09,6.3,Clover Studio,T,low,20,old
Wolfenstein: The Old Blood,PC,2015,Action,bethesda softworks,0.00,0.08,0.00,0.00,0.09,7.6,MachineGames,M,low,11,recent
GRID Autosport,X360,2014,Racing,codemasters,0.03,0.05,0.00,0.01,0.09,6.0,Codemasters,E,low,12,recent
Romance of the Three Kingdoms XII,PS3,2012,Strategy,tecmo koei,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,vivendi games,0.08,0.00,0.00,0.01,0.09,7.5,Artificial Mind and Movement,T,low,18,old
Ikaruga,GC,2003,Shooter,atari,0.07,0.02,0.00,0.00,0.09,8.5,Treasure,E,low,23,old
The Suffering: Ties That Bind,XB,2005,Action,midway games,0.07,0.02,0.00,0.00,0.09,9.1,Surreal Software,M,low,21,old
Scooby-Doo! Unmasked,DS,2005,Platform,thq,0.07,0.01,0.00,0.01,0.09,7.5,unknown,E,low,21,old
MLB Superstars,Wii,2008,Sports,take two interactive,0.08,0.00,0.00,0.01,0.09,7.5,Deep Fried Entertainment,E,low,18,old
Adventure Time: Finn & Jake Investigations,PS3,2015,Action,little orbit,0.02,0.05,0.00,0.01,0.09,7.5,unknown,E,low,11,recent
Challenge Me: Brain Puzzles 2,DS,2010,Puzzle,o games,0.05,0.04,0.00,0.01,0.09,7.5,O-Games,E,low,16,old
Remington Super Slam Hunting: Alaska,Wii,2011,Sports,mastiff,0.08,0.00,0.00,0.01,0.09,7.5,"Jack of All Games, eV Interactive",T,low,15,old
Reading Training,DS,2007,Misc,benesse,0.00,0.00,0.08,0.00,0.09,7.5,unknown,E,low,19,old
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,tecmo koei,0.04,0.03,0.00,0.01,0.09,8.0,Koei,E10+,low,20,old
Crysis: Maximum Edition,PC,2009,Shooter,electronic arts,0.00,0.07,0.00,0.02,0.09,8.2,Electronic Arts,M,low,17,old
Cake Mania: Main Street,DS,2011,Simulation,majesco entertainment,0.08,0.00,0.00,0.01,0.09,7.5,"Majesco Games, Majesco",E10+,low,15,old
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,konami digital entertainment,0.00,0.00,0.09,0.00,0.09,7.5,unknown,E,low,14,recent
Roary the Racing Car,DS,2009,Misc,avanquest,0.00,0.08,0.00,0.01,0.09,7.5,unknown,E,low,17,old
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,vivendi games,0.08,0.00,0.00,0.01,0.09,6.4,Eurocom Entertainment Software,T,low,18,old
Harvest Moon: Boy & Girl,PSP,2005,Simulation,marvelous interactive,0.08,0.00,0.00,0.01,0.09,7.5,unknown,E,low,21,old
